term,curie,acc,name,description,is_obsolete,replacement,replacement_acc
http://purl.obolibrary.org/obo/PATO_0001319,PATO:0001319,PATO:0001319,discriminate,A discrimination quality in a bearer by virtue of the bearer's being capable of perceiving differences between two or more stimuli.,,,
http://purl.obolibrary.org/obo/PATO_0045090,PATO:0045090,PATO:0045090,cardinal direction,"The four cardinal directions or cardinal points are the directions north, east, south, and west, commonly denoted by their initials, N, E, S, W. East and west are at right angles to north and south, with east being in the clockwise direction of rotation from north and west being directly opposite east.",,,
http://purl.obolibrary.org/obo/PATO_0000225,PATO:0000225,PATO:0000225,obsolete sensory function,,true,,
http://purl.obolibrary.org/obo/PATO_0001129,PATO:0001129,PATO:0001129,obsolete relative work value,,true,,
http://purl.obolibrary.org/obo/PATO_0000035,PATO:0000035,PATO:0000035,obsolete carbohydrate concentration,,true,,
http://purl.obolibrary.org/obo/PATO_0000967,PATO:0000967,PATO:0000967,undulate,A shape quality inhering in a bearer by virtue of the bearer's having a sinuate margin and rippled surface.,,,
http://purl.obolibrary.org/obo/PATO_0000777,PATO:0000777,PATO:0000777,obsolete long term memory value,,true,,
http://purl.obolibrary.org/obo/PATO_0001921,PATO:0001921,PATO:0001921,mislocalised anteriorly,A positional quality inhering in a bearer by virtue of the bearer's being positioned towards the front of an organism.,,,
http://purl.obolibrary.org/obo/PATO_0000587,PATO:0000587,PATO:0000587,decreased size,A size quality which is relatively low.,,,
http://purl.obolibrary.org/obo/PATO_0001731,PATO:0001731,PATO:0001731,deciduous (plant),A quality inhering in a plant by virtue of the bearer's disposition to shed foliage.,,,
http://purl.obolibrary.org/obo/PATO_0000397,PATO:0000397,PATO:0000397,obsolete slight,,true,,
http://purl.obolibrary.org/obo/PATO_0001541,PATO:0001541,PATO:0001541,non-glutinous,An amylose composition quality inhering in an bearer by virtue of the bearer's having high amount of amylose content.,,,
http://purl.obolibrary.org/obo/PATO_0002445,PATO:0002445,PATO:0002445,torsioned,A shape quality inhering in a bearer by virtue of the bearer's being twisted or turned.,,,
http://purl.obolibrary.org/obo/PATO_0001351,PATO:0001351,PATO:0001351,area density,A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given area.,,,
http://purl.obolibrary.org/obo/PATO_0002255,PATO:0002255,PATO:0002255,grooved,Texture quality inhering in a bearer by virtue of the bearer's being marked with one or more channels.,,,
http://purl.obolibrary.org/obo/PATO_0001161,PATO:0001161,PATO:0001161,diluted,A concentration which relatively low.,,,
http://purl.obolibrary.org/obo/PATO_0002065,PATO:0002065,PATO:0002065,star shaped,A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.,,,
http://purl.obolibrary.org/obo/PATO_0045053,PATO:0045053,PATO:0045053,normal height,A height which is relatively normal or average,,,
http://purl.obolibrary.org/obo/PATO_0015004,PATO:0015004,PATO:0015004,increased efficacy,A increase in the ability of a process to produce its output.,,,
http://purl.obolibrary.org/obo/PATO_0002359,PATO:0002359,PATO:0002359,broad,A quality inhering in a bearer by virtue of the bearer's width being notably higher than its length.,,,
http://purl.obolibrary.org/obo/PATO_0000600,PATO:0000600,PATO:0000600,increased width,A width which is relatively large.,,,
http://purl.obolibrary.org/obo/PATO_0001504,PATO:0001504,PATO:0001504,complex,A complexity quality inhering in a bearer by virtue of the bearer's being intricate and compounded.,,,
http://purl.obolibrary.org/obo/PATO_0002408,PATO:0002408,PATO:0002408,watery,Having the consistency of water.,,,
http://purl.obolibrary.org/obo/PATO_0000410,PATO:0000410,PATO:0000410,pinnate,A shape quality inhering in a bearer by virtue of the bearer's having leaflets or leaflets-like structures on each side of a common axis.,,,
http://purl.obolibrary.org/obo/PATO_0001314,PATO:0001314,PATO:0001314,variant temperature,A variability quality inhering in a bearer by virtue of the bearer's having or exhibiting variation of temperature.,,,
